timestamp,memory_used_mib,utilization_gpu_pct,temperature_gpu_c,power_draw_w
2026/08/09 10:57:52.946, 14060, 0, 35, 4.79
2026/08/09 10:57:53.972, 14078, 98, 46, 84.26
2026/08/09 10:57:55.002, 14078, 100, 46, 193.60
2026/08/09 10:57:56.037, 14078, 99, 46, 184.28
2026/08/09 10:57:57.059, 14078, 99, 47, 188.13
2026/08/09 10:57:58.096, 14078, 99, 47, 184.31
2026/08/09 10:57:59.130, 14078, 99, 47, 188.08
2026/08/09 10:58:00.164, 14078, 99, 47, 185.22
2026/08/09 10:58:01.201, 14078, 99, 48, 188.01
2026/08/09 10:58:02.234, 14078, 99, 48, 185.29
2026/08/09 10:58:03.271, 14078, 99, 49, 188.32
2026/08/09 10:58:04.307, 14078, 99, 48, 186.69
2026/08/09 10:58:05.346, 14078, 99, 50, 189.53
2026/08/09 10:58:06.381, 14078, 99, 49, 186.49
2026/08/09 10:58:07.418, 14078, 100, 52, 188.87
2026/08/09 10:58:08.453, 14078, 99, 49, 187.04
2026/08/09 10:58:09.488, 14078, 99, 49, 187.09
2026/08/09 10:58:10.522, 14078, 99, 49, 189.95
2026/08/09 10:58:11.556, 14078, 99, 50, 199.20
2026/08/09 10:58:12.593, 14078, 99, 50, 190.43
2026/08/09 10:58:13.631, 14078, 99, 50, 187.57
2026/08/09 10:58:14.668, 14078, 99, 50, 187.52
2026/08/09 10:58:15.707, 14078, 100, 51, 189.40
2026/08/09 10:58:16.749, 14078, 99, 50, 187.51
2026/08/09 10:58:17.785, 14078, 99, 50, 187.46
2026/08/09 10:58:18.820, 14078, 100, 53, 190.57
2026/08/09 10:58:19.854, 14078, 99, 51, 188.18
2026/08/09 10:58:20.888, 14078, 99, 51, 187.87
2026/08/09 10:58:21.921, 14078, 99, 51, 190.89
2026/08/09 10:58:22.956, 14078, 100, 51, 190.62
2026/08/09 10:58:23.991, 14078, 99, 51, 188.54
2026/08/09 10:58:25.026, 14078, 99, 53, 184.82
2026/08/09 10:58:26.057, 14078, 99, 51, 190.23
2026/08/09 10:58:27.094, 14078, 99, 51, 188.15
2026/08/09 10:58:28.133, 14078, 99, 51, 188.25
2026/08/09 10:58:29.173, 14078, 99, 52, 190.27
2026/08/09 10:58:30.211, 14078, 99, 52, 188.13
2026/08/09 10:58:31.247, 14078, 99, 52, 188.04
2026/08/09 10:58:32.283, 14078, 100, 52, 190.57
2026/08/09 10:58:33.317, 14078, 99, 52, 188.49
2026/08/09 10:58:34.352, 14078, 99, 52, 188.47
2026/08/09 10:58:35.388, 14078, 96, 52, 193.46
2026/08/09 10:58:36.422, 14078, 99, 55, 199.56
2026/08/09 10:58:37.459, 14078, 99, 53, 190.86
2026/08/09 10:58:38.497, 14078, 99, 52, 188.82
2026/08/09 10:58:39.535, 14078, 99, 52, 188.78
2026/08/09 10:58:40.571, 14078, 99, 52, 188.58
2026/08/09 10:58:41.609, 14078, 99, 52, 188.53
2026/08/09 10:58:42.648, 14080, 99, 53, 181.51
2026/08/09 10:58:43.687, 14080, 99, 53, 188.75
2026/08/09 10:58:44.725, 14080, 99, 53, 188.78
2026/08/09 10:58:45.761, 14080, 99, 53, 188.73
2026/08/09 10:58:46.799, 14080, 99, 53, 188.96
2026/08/09 10:58:47.836, 14080, 99, 54, 182.24
2026/08/09 10:58:48.872, 14080, 99, 53, 189.33
2026/08/09 10:58:49.910, 14080, 99, 53, 189.26
2026/08/09 10:58:50.946, 14080, 99, 53, 189.25
2026/08/09 10:58:51.982, 14080, 99, 53, 188.93
2026/08/09 10:58:53.018, 14080, 99, 53, 190.98
2026/08/09 10:58:54.054, 14080, 99, 53, 190.40
2026/08/09 10:58:55.090, 14080, 99, 53, 189.49
2026/08/09 10:58:56.125, 14080, 99, 54, 188.93
2026/08/09 10:58:57.163, 14080, 99, 54, 188.92
2026/08/09 10:58:58.198, 14080, 59, 54, 187.60
2026/08/09 10:58:59.227, 14080, 99, 54, 193.85
2026/08/09 10:59:00.264, 14080, 99, 54, 189.20
