timestamp,memory_used_mib,utilization_gpu_pct,temperature_gpu_c,power_draw_w
2026/08/09 11:22:33.347, 14078, 99, 57, 190.25
2026/08/09 11:22:34.383, 14078, 99, 57, 193.56
2026/08/09 11:22:35.413, 14078, 98, 57, 200.68
2026/08/09 11:22:36.448, 14078, 99, 57, 190.65
2026/08/09 11:22:37.477, 14078, 94, 57, 193.97
2026/08/09 11:22:38.506, 14078, 100, 57, 198.01
2026/08/09 11:22:39.541, 14078, 99, 57, 198.33
2026/08/09 11:22:40.576, 14078, 99, 58, 198.60
2026/08/09 11:22:41.612, 14078, 99, 61, 199.37
2026/08/09 11:22:42.647, 14080, 100, 58, 196.51
2026/08/09 11:22:43.688, 14080, 99, 57, 190.69
2026/08/09 11:22:44.728, 14080, 99, 57, 190.41
2026/08/09 11:22:45.763, 14080, 99, 57, 190.32
2026/08/09 11:22:46.800, 14080, 99, 57, 190.59
2026/08/09 11:22:47.837, 14080, 99, 57, 190.50
2026/08/09 11:22:48.873, 14080, 99, 59, 199.40
2026/08/09 11:22:49.904, 14080, 99, 58, 195.51
2026/08/09 11:22:50.939, 14080, 99, 58, 190.53
2026/08/09 11:22:51.974, 14080, 99, 58, 190.45
2026/08/09 11:22:53.011, 14080, 99, 58, 190.35
2026/08/09 11:22:54.048, 14080, 99, 58, 189.94
2026/08/09 11:22:55.081, 14080, 99, 58, 189.62
2026/08/09 11:22:56.112, 14080, 100, 58, 207.08
2026/08/09 11:22:57.147, 14080, 99, 58, 190.53
2026/08/09 11:22:58.186, 14080, 99, 58, 190.70
2026/08/09 11:22:59.219, 14080, 99, 58, 190.82
2026/08/09 11:23:00.257, 14080, 99, 58, 190.80
2026/08/09 11:23:01.293, 14080, 99, 58, 190.54
2026/08/09 11:23:02.331, 14080, 99, 61, 204.34
2026/08/09 11:23:03.361, 14080, 99, 58, 196.75
2026/08/09 11:23:04.397, 14080, 99, 58, 190.89
2026/08/09 11:23:05.433, 14080, 99, 58, 190.77
2026/08/09 11:23:06.468, 14080, 99, 58, 190.49
2026/08/09 11:23:07.505, 14080, 99, 58, 190.54
2026/08/09 11:23:08.540, 14080, 99, 58, 190.50
2026/08/09 11:23:09.568, 14080, 99, 59, 207.37
2026/08/09 11:23:10.607, 14080, 99, 58, 190.81
2026/08/09 11:23:11.643, 14080, 99, 58, 190.77
