timestamp_utc,elapsed_seconds,plugin_pending,plugin_decode_seconds,prom_pending,prom_decode_seconds,deployment_desired,deployment_current,deployment_ready,deployment_available,pod_count,pod_phases,hpa_current,hpa_desired,scaledobject_ready,scaledobject_active,registered_worker_count
2026-08-26T18:48:24.635156+00:00,53.005,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:24.904558+00:00,53.277,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:25.174981+00:00,53.546,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:25.447701+00:00,53.817,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:25.720156+00:00,54.089,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:25.991135+00:00,54.362,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:26.264891+00:00,54.633,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:26.535827+00:00,54.907,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:26.805936+00:00,55.177,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:27.076763+00:00,55.448,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:27.347813+00:00,55.718,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:27.619312+00:00,55.99,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:27.895892+00:00,56.261,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:28.166689+00:00,56.538,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:28.437920+00:00,56.808,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:28.710889+00:00,57.08,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:28.981183+00:00,57.353,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:29.250779+00:00,57.623,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:29.521466+00:00,57.892,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:29.790931+00:00,58.163,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:30.060734+00:00,58.433,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:30.331617+00:00,58.702,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:30.604364+00:00,58.973,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:30.874528+00:00,59.246,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:31.150485+00:00,59.516,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:31.421770+00:00,59.792,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:31.692554+00:00,60.063,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:31.965001+00:00,60.334,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:32.236779+00:00,60.607,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:32.528171+00:00,60.879,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:32.801678+00:00,61.17,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:33.074757+00:00,61.443,0.0,0.0,0.0,0.0,0,0,0,0,3,Running:3,0,0,True,False,3
2026-08-26T18:48:33.346042+00:00,61.716,0.0,0.0,0.0,0.0,0,0,0,0,3,Failed:3,0,0,True,False,3
2026-08-26T18:48:33.618252+00:00,61.988,0.0,0.0,0.0,0.0,0,0,0,0,3,Failed:3,0,0,True,False,3
2026-08-26T18:48:33.888949+00:00,62.26,0.0,0.0,0.0,0.0,0,0,0,0,0,,0,0,True,False,3
