timestamp,memory_used_mib,utilization_gpu_percent,temperature_c,power_w
2026/08/08 12:39:46.387, 9198, 67, 51, 119.79
2026/08/08 12:39:47.411, 9198, 68, 51, 119.65
2026/08/08 12:39:48.436, 9198, 68, 51, 119.69
2026/08/08 12:39:49.459, 9198, 68, 51, 120.03
2026/08/08 12:39:50.482, 9198, 67, 51, 119.68
2026/08/08 12:39:51.507, 9198, 48, 48, 93.93
2026/08/08 12:39:52.530, 9198, 47, 48, 77.56
2026/08/08 12:39:53.552, 9198, 48, 48, 77.03
2026/08/08 12:39:54.576, 9198, 47, 48, 78.12
2026/08/08 12:39:55.597, 9198, 48, 48, 78.10
2026/08/08 12:39:56.620, 9198, 67, 50, 91.51
2026/08/08 12:39:57.643, 9198, 48, 48, 90.03
2026/08/08 12:39:58.665, 9198, 47, 48, 77.89
2026/08/08 12:39:59.689, 9198, 47, 48, 100.29
2026/08/08 12:40:00.710, 9198, 47, 48, 77.40
2026/08/08 12:40:01.733, 9198, 47, 48, 77.56
2026/08/08 12:40:02.756, 9198, 65, 50, 99.82
2026/08/08 12:40:03.778, 9198, 47, 48, 77.55
2026/08/08 12:40:04.800, 9198, 48, 48, 77.54
2026/08/08 12:40:05.823, 9198, 47, 48, 78.39
2026/08/08 12:40:06.848, 9198, 66, 50, 116.24
2026/08/08 12:40:07.871, 9198, 67, 50, 118.89
2026/08/08 12:40:08.896, 9198, 68, 50, 119.38
2026/08/08 12:40:09.920, 9198, 67, 50, 118.98
2026/08/08 12:40:10.943, 9198, 67, 50, 118.77
2026/08/08 12:40:11.968, 9198, 66, 51, 118.96
2026/08/08 12:40:12.990, 9198, 67, 51, 119.35
2026/08/08 12:40:14.015, 9198, 67, 51, 119.27
2026/08/08 12:40:15.040, 9198, 68, 51, 120.27
2026/08/08 12:40:16.063, 9198, 67, 51, 119.89
2026/08/08 12:40:17.085, 9198, 67, 51, 119.37
2026/08/08 12:40:18.109, 9198, 67, 51, 119.85
2026/08/08 12:40:19.133, 9198, 67, 51, 119.98
2026/08/08 12:40:20.156, 9198, 62, 50, 99.53
2026/08/08 12:40:21.182, 9198, 68, 51, 119.54
2026/08/08 12:40:22.205, 9198, 68, 51, 120.12
2026/08/08 12:40:23.229, 9198, 67, 51, 119.75
2026/08/08 12:40:24.251, 9198, 67, 51, 119.32
2026/08/08 12:40:25.276, 9198, 67, 51, 119.16
2026/08/08 12:40:26.301, 9198, 66, 51, 119.56
2026/08/08 12:40:27.326, 9198, 64, 51, 119.18
2026/08/08 12:40:28.351, 9198, 66, 51, 119.74
2026/08/08 12:40:29.375, 9198, 65, 51, 118.56
2026/08/08 12:40:30.400, 9198, 66, 51, 118.64
2026/08/08 12:40:31.422, 9198, 67, 51, 119.04
2026/08/08 12:40:32.448, 9198, 67, 51, 119.40
2026/08/08 12:40:33.471, 9198, 66, 51, 108.49
2026/08/08 12:40:34.494, 9198, 68, 51, 104.77
2026/08/08 12:40:35.519, 9198, 67, 51, 118.54
2026/08/08 12:40:36.544, 9198, 67, 51, 118.98
2026/08/08 12:40:37.567, 9198, 67, 51, 119.01
2026/08/08 12:40:38.590, 9198, 67, 51, 119.40
2026/08/08 12:40:39.615, 9198, 67, 51, 119.39
2026/08/08 12:40:40.641, 9198, 68, 51, 119.61
2026/08/08 12:40:41.665, 9198, 67, 51, 118.90
2026/08/08 12:40:42.688, 9198, 67, 51, 118.94
2026/08/08 12:40:43.713, 9198, 66, 51, 118.55
2026/08/08 12:40:44.739, 9198, 67, 51, 118.64
2026/08/08 12:40:45.763, 9198, 67, 51, 119.10
2026/08/08 12:40:46.788, 9198, 67, 51, 118.74
2026/08/08 12:40:47.810, 9198, 48, 49, 91.42
2026/08/08 12:40:48.832, 9198, 48, 49, 77.88
2026/08/08 12:40:49.853, 9198, 47, 49, 77.81
2026/08/08 12:40:50.874, 9198, 47, 48, 78.18
2026/08/08 12:40:51.898, 9198, 47, 48, 78.30
2026/08/08 12:40:52.920, 9198, 66, 50, 101.86
2026/08/08 12:40:53.943, 9198, 47, 48, 80.94
2026/08/08 12:40:54.966, 9198, 68, 50, 102.90
2026/08/08 12:40:55.991, 9198, 47, 48, 84.76
2026/08/08 12:40:57.015, 9198, 66, 50, 85.09
2026/08/08 12:40:58.038, 9198, 48, 49, 107.53
2026/08/08 12:40:59.061, 9198, 48, 48, 77.66
2026/08/08 12:41:00.082, 9198, 67, 51, 94.81
2026/08/08 12:41:01.107, 9198, 48, 48, 83.10
2026/08/08 12:41:02.128, 9198, 47, 48, 77.02
2026/08/08 12:41:03.152, 9198, 48, 49, 84.59
2026/08/08 12:41:04.177, 9198, 47, 48, 96.42
