timestamp,memory_used_mib,utilization_gpu_percent,temperature_c,power_w
2026/08/08 19:04:39.401, 14092, 0, 41, 4.89
2026/08/08 19:04:40.438, 14092, 0, 41, 4.88
2026/08/08 19:04:41.467, 14092, 0, 41, 4.87
2026/08/08 19:04:42.498, 14092, 0, 41, 4.87
2026/08/08 19:04:43.527, 14092, 0, 41, 4.88
2026/08/08 19:04:44.561, 14092, 0, 41, 4.90
2026/08/08 19:04:45.593, 14092, 0, 41, 4.94
2026/08/08 19:04:46.635, 14092, 0, 41, 4.93
2026/08/08 19:04:47.666, 14092, 0, 41, 4.89
2026/08/08 19:04:48.700, 14092, 0, 41, 4.86
2026/08/08 19:04:49.732, 14092, 0, 41, 4.88
2026/08/08 19:04:50.763, 14092, 0, 41, 4.89
2026/08/08 19:04:51.788, 14092, 0, 41, 4.89
2026/08/08 19:04:52.821, 14092, 0, 41, 4.88
2026/08/08 19:04:53.855, 14092, 0, 41, 4.89
2026/08/08 19:04:54.886, 14092, 0, 41, 4.87
2026/08/08 19:04:55.917, 14092, 0, 41, 4.90
2026/08/08 19:04:56.943, 14092, 0, 41, 4.92
2026/08/08 19:04:57.981, 14092, 0, 41, 4.93
2026/08/08 19:04:59.010, 14092, 0, 41, 4.90
2026/08/08 19:05:00.038, 14086, 0, 41, 4.87
2026/08/08 19:05:01.077, 14086, 0, 41, 4.94
2026/08/08 19:05:02.118, 14086, 0, 41, 4.95
2026/08/08 19:05:03.144, 14086, 0, 41, 4.93
2026/08/08 19:05:04.175, 14086, 0, 41, 4.93
2026/08/08 19:05:05.207, 14086, 0, 41, 4.93
2026/08/08 19:05:06.240, 14086, 0, 41, 4.92
2026/08/08 19:05:07.273, 14086, 0, 41, 4.92
2026/08/08 19:05:08.308, 14086, 0, 41, 4.91
2026/08/08 19:05:09.338, 14086, 0, 41, 4.90
2026/08/08 19:05:10.364, 14086, 0, 41, 4.88
2026/08/08 19:05:11.391, 14086, 0, 41, 4.87
2026/08/08 19:05:12.417, 14086, 0, 41, 4.91
2026/08/08 19:05:13.446, 14086, 0, 41, 4.91
2026/08/08 19:05:14.475, 14086, 0, 41, 4.89
